82dc40bb-0d5b-410f-bc3f-a4efff03e2bc,6 września 2006,symbol,https://pl.wikipedia.org//wiki/Plik:POL_wojew%C3%B3dztwo_dolno%C5%9Bl%C4%85skie_COA.svg,Poznaniak,https://upload.wikimedia.org/wikipedia/commons/7/7a/POL_wojew%C3%B3dztwo_dolno%C5%9Bl%C4%85skie_COA.svg,"Praca własna, Uchwała Nr XLVII/810/09 Sejmiku Województwa Dolnośląskiego z dnia 17 grudnia 2009 r. w sprawie ustanowienia herbu i flagi heraldycznej Województwa Dolnośląskiego",Polski:Herb województwa dolnośląskiego (od 2009),02
94652248-3777-4048-ade8-da0f1690487e,22 grudnia 2009,flag,https://pl.wikipedia.org//wiki/Plik:POL_wojew%C3%B3dztwo_dolno%C5%9Bl%C4%85skie_flag.svg,Poznaniak,https://upload.wikimedia.org/wikipedia/commons/4/4b/POL_wojew%C3%B3dztwo_dolno%C5%9Bl%C4%85skie_flag.svg,Praca własnaUchwała Nr XLVII/810/09 Sejmiku Województwa Dolnośląskiego z dnia 17 grudnia 2009 r. w sprawie ustanowienia herbu i flagi heraldycznej Województwa Dolnośląskiego,English:Flag of Lower Silesia VoivodeshipPolski:Flaga województwa dolnośląskiegoČeština:Vlajka Dolnoslezského vojvodství.,02
aa9d4f15-1008-4ac8-b64e-86ec9eb71a0e,24 października 2020,detailed_map,https://pl.wikipedia.org//wiki/Plik:Lower_Silesian_Voivodeship_administrative_map.svg,SANtosito,https://upload.wikimedia.org/wikipedia/commons/b/b1/Lower_Silesian_Voivodeship_administrative_map.svg,Praca własna,English:Administrative map ofLower Silesian VoivodeshipPolski:Mapa administracyjna województwa dolnośląskiego,02
2f379d96-7673-4f5c-b4c2-3c5e289014c3,30 listopada 2011,undetailed_map,https://pl.wikipedia.org//wiki/Plik:Lower_Silesian_in_Poland_(%2Brivers).svg,TUBS,https://upload.wikimedia.org/wikipedia/commons/1/12/Lower_Silesian_in_Poland_%28%2Brivers%29.svg,"Praca własnaTa ^specifik^ z W3Cgrafika wektorowazostała stworzona za pomocąAdobe Illustrator.Ten plik został załadowany za pomocą narzędziaCommonist.Tenobraz wektorowyzawiera elementy, które zostały zaczerpnięte lub zaadaptowane z tego pliku:Poland2 location map.svg(przezNordNordWest).",Deutsch:Lage der Woiwodschaft XY (siehe Dateiname) inPolen.English:Location of voivodeship xy  (see filename) inPoland.,02
785082d0-e195-455a-94c0-e98970ed5cb7,maj 2000,symbol,https://pl.wikipedia.org//wiki/Plik:POL_wojew%C3%B3dztwo_kujawsko-pomorskie_COA.svg,Lech Tadeusz Karczewski,https://upload.wikimedia.org/wikipedia/commons/7/79/POL_wojew%C3%B3dztwo_kujawsko-pomorskie_COA.svg,Uchwała Nr 444/2000 Sejmiku Województwa Kujawsko-Pomorskiego z dnia 10 lipca 2000 r.CDR filefrom Urząd Marszałkowski Województwa Kujawsko-Pomorskiego,Polski:Herb województwa kujawsko-pomorskiegoEnglish:Kuyavian-Pomeranian Voivodship Coat of Arms,04
46cd6387-daec-4f0d-962d-3fa3d0f3aab4,28 grudnia 2010,flag,https://pl.wikipedia.org//wiki/Plik:POL_wojew%C3%B3dztwo_kujawsko-pomorskie_flag.svg,"Lech Tadeusz Karczewski (2000), then changed ratio (2009)",https://upload.wikimedia.org/wikipedia/commons/a/a2/POL_wojew%C3%B3dztwo_kujawsko-pomorskie_flag.svg,"Praca własnabased on:Uchwała Nr 444/2000 Sejmiku Województwa Kujawsko-Pomorskiego z dnia 10 lipca 2000 r. w sprawie ustanowienia wzoru herbu, flagi i sztandaru oraz innych insygniów Województwa Kujawsko-Pomorskiego (Dz. Urz. woj. kujawsko-pomorskiego z 2000 r. Nr 78, poz. 618)Uchwała Nr XXXVI/913/09 Sejmiku Województwa Kujawsko-Pomorskiego z dnia 29 czerwca 2009 r. zmieniająca uchwałę w sprawie ustanowienia wzoru herbu, flagi i sztandaru oraz innych insygniów Województwa Kujawsko-Pomorskiego. (Dz. Urz. woj. kujawsko-pomorskiego z 2009 r. Nr 75, poz. 1376)",Polski:Flaga województwa kujawsko-pomorskiegoБеларуская (тарашкевіца):Ściag Kujaŭska-Pamorskaga vajavodztvaČeština:Vlajka Kujavsko-pomořského vojvodstvíDeutsch:Flagge Woiwodschaft Kujawien-PommernEnglish:Flag of the Kujavian-Pomeranian VoivodeshipEsperanto:Flago de Kujavia-Pomeria ProvincoRomână:Drapelul Voievodatului Cuiavia şi PomeraniaУкраїнська:Prapor Kujawśko-Pomorśkogo woewodstwa,04
79ff042e-65e6-4c12-945c-ffd0f63e9d4c,30 października 2020,detailed_map,https://pl.wikipedia.org//wiki/Plik:Kuyavian-Pomeranian_Voivodeship_administrative_map.svg,SANtosito,https://upload.wikimedia.org/wikipedia/commons/b/ba/Kuyavian-Pomeranian_Voivodeship_administrative_map.svg,Praca własna,English:Administrative map ofKuyavian-Pomeranian VoivodeshipPolski:Mapa administracyjna województwa kujawsko-pomorskiego,04
a01fdecd-1fa8-42c8-be29-5e36089edba0,30 listopada 2011,undetailed_map,https://pl.wikipedia.org//wiki/Plik:Kuyavian-Pomeranian_in_Poland_(%2Brivers).svg,TUBS,https://upload.wikimedia.org/wikipedia/commons/8/8f/Kuyavian-Pomeranian_in_Poland_%28%2Brivers%29.svg,"Praca własnaTenobraz wektorowyzawiera elementy, które zostały zaczerpnięte lub zaadaptowane z tego pliku:Poland2 location map.svg(przezNordNordWest).",Deutsch:Lage der Woiwodschaft Kuyavian-Pomeranian inPolen.English:Location of voivodeship Kuyavian-Pomeranian inPoland.,04
3c8e4391-8d93-4d2e-b976-7b88c917a4f6,21 lipca 2006,symbol,https://pl.wikipedia.org//wiki/Plik:POL_wojew%C3%B3dztwo_lubelskie_COA.svg,MesserWoland,https://upload.wikimedia.org/wikipedia/commons/4/4d/POL_wojew%C3%B3dztwo_lubelskie_COA.svg,own work created in Inkscape,Polski:herb województwa lubelskiego,06
e833c283-3b9c-4bb6-b5d6-0c6c0b1126c8,25 czerwca 2007,flag,https://pl.wikipedia.org//wiki/Plik:POL_wojew%C3%B3dztwo_lubelskie_flag.svg,Poznaniak,https://upload.wikimedia.org/wikipedia/commons/7/70/POL_wojew%C3%B3dztwo_lubelskie_flag.svg,Praca własna,Flagawojewództwa lubelskiego,06
