0401,Powiat aleksandrowski,04,CAL,"475,61 km²",54 891,https://upload.wikimedia.org/wikipedia/commons/a/a7/POL_powiat_aleksandrowski_flag.svg,https://upload.wikimedia.org/wikipedia/commons/a/ad/POL_powiat_aleksandrowski_COA.svg,https://pl.wikipedia.org//wiki/Powiat_aleksandrowski,https://upload.wikimedia.org/wikipedia/commons/f/fa/Straszewo_Ko%C5%9Bci%C3%B3%C5%82_pw_%C5%9Aw_Marcina.jpg,https://upload.wikimedia.org/wikipedia/commons/6/63/Aleksandr%C3%B3w_County_administrative_map-PL.svg,https://upload.wikimedia.org/wikipedia/commons/9/99/Locator_map_Aleksandr%C3%B3w_County_in_Kuyavian-Pomeranian_Voivodeship.svg
2001,Powiat augustowski,20,BAU,"1658,27 km²",58 068,https://upload.wikimedia.org/wikipedia/commons/0/00/POL_powiat_augustowski_flag.svg,https://upload.wikimedia.org/wikipedia/commons/a/ac/POL_Powiat_augustowski_COA.svg,https://pl.wikipedia.org//wiki/Powiat_augustowski,https://upload.wikimedia.org/wikipedia/commons/d/db/%C5%9Aluza_Sosnowo.jpg,https://upload.wikimedia.org/wikipedia/commons/9/91/POL_locator_map_of_gminas_of_powiat_augustowski.svg,https://upload.wikimedia.org/wikipedia/commons/4/4e/POL_powiat_augustowski_map.svg
2801,Powiat bartoszycki,28,NBA,"1308,54 km²",57 231,https://upload.wikimedia.org/wikipedia/commons/9/9a/POL_powiat_bartoszycki_flag.svg,https://upload.wikimedia.org/wikipedia/commons/c/ca/POL_powiat_bartoszycki_COA.svg,https://pl.wikipedia.org//wiki/Powiat_bartoszycki,https://upload.wikimedia.org/wikipedia/commons/a/ac/Ko%C5%9Bci%C3%B3%C5%82_w_Sokolicy.jpg,https://upload.wikimedia.org/wikipedia/commons/3/3e/Bartoszyce_County_administrative_map-PL.svg,https://upload.wikimedia.org/wikipedia/commons/c/c5/Bartoszyce_County_Warmia_Masuria.png
1001,Powiat bełchatowski,10,EBE,"967,61 km²",108 599,https://upload.wikimedia.org/wikipedia/commons/8/8c/POL_powiat_be%C5%82chatowski_flag.svg,https://upload.wikimedia.org/wikipedia/commons/4/47/POL_powiat_be%C5%82chatowski_COA.svg,https://pl.wikipedia.org//wiki/Powiat_be%C5%82chatowski,https://upload.wikimedia.org/wikipedia/commons/e/eb/Be%C5%82chat%C3%B3w_-siedziba_PGE_4.JPG,,https://upload.wikimedia.org/wikipedia/commons/3/30/POL_wojew%C3%B3dztwo_%C5%82%C3%B3dzkie_powiat_be%C5%82chatowski_map.svg
2401,Powiat będziński,24,SBE,"368,02 km²",148 089,https://upload.wikimedia.org/wikipedia/commons/6/68/POL_powiat_b%C4%99dzi%C5%84ski_flag.svg,https://upload.wikimedia.org/wikipedia/commons/1/1b/POL_powiat_b%C4%99dzi%C5%84ski_COA.svg,https://pl.wikipedia.org//wiki/Powiat_b%C4%99dzi%C5%84ski,https://upload.wikimedia.org/wikipedia/commons/4/4e/015_Dobieszowice%2C_Poland.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c5/B%C4%99dzin_County_administrative_map-PL.svg,https://upload.wikimedia.org/wikipedia/commons/b/b5/%C5%9Al%C4%85skie_b%C4%99dzi%C5%84ski.png
0601,Powiat bialski,06,LBI,"2753,67 km²",109 958,,https://upload.wikimedia.org/wikipedia/commons/f/fa/POL_powiat_bialski_COA.svg,https://pl.wikipedia.org//wiki/Powiat_bialski,https://upload.wikimedia.org/wikipedia/commons/b/b9/Rzeczyca_krzy%C5%BC.jpg,https://upload.wikimedia.org/wikipedia/commons/8/89/Powiat_bialski_location_map.png,https://upload.wikimedia.org/wikipedia/commons/9/9a/POL_powiat_bialski_map.svg
0661011,Biała Podlaska,06,LB,"49,4km²","54 9261111,8 os./km²",https://upload.wikimedia.org/wikipedia/commons/8/82/POL_Bia%C5%82a_Podlaska_flag.svg,https://upload.wikimedia.org/wikipedia/commons/3/31/POL_Bia%C5%82a_Podlaska_COA.svg,https://pl.wikipedia.org//wiki/Bia%C5%82a_Podlaska,https://upload.wikimedia.org/wikipedia/commons/2/2d/Plac_wolnosci_magistrat_poczta.jpg,,
1401,Powiat białobrzeski,14,WBR,"639,28 km²",33 329,https://upload.wikimedia.org/wikipedia/commons/9/97/POL_powiat_bia%C5%82obrzeski_flag.svg,https://upload.wikimedia.org/wikipedia/commons/4/43/POL_powiat_bia%C5%82obrzeski_COA.svg,https://pl.wikipedia.org//wiki/Powiat_bia%C5%82obrzeski,https://upload.wikimedia.org/wikipedia/commons/4/4d/Promna_02.JPG,https://upload.wikimedia.org/wikipedia/commons/d/d7/Powiat_bia%C5%82obrzeski.png,https://upload.wikimedia.org/wikipedia/commons/e/e9/Mazowsze_Bia%C5%82obrzeski.png
3201,Powiat białogardzki,32,ZBI,"845,46 km²",47 560,https://upload.wikimedia.org/wikipedia/commons/a/a8/POL_powiat_bia%C5%82ogardzki_flag.svg,https://upload.wikimedia.org/wikipedia/commons/2/2c/POL_powiat_bia%C5%82ogardzki_COA.svg,https://pl.wikipedia.org//wiki/Powiat_bia%C5%82ogardzki,https://upload.wikimedia.org/wikipedia/commons/8/88/Pars%C4%99ta_2.jpg,https://upload.wikimedia.org/wikipedia/commons/8/85/Powiat_bialogardzki.svg,https://upload.wikimedia.org/wikipedia/commons/a/ac/POL_powiat_bia%C5%82ogardzki_map.svg
2002,Powiat białostocki,20,BIA,"2984,64 km²",149 611,https://upload.wikimedia.org/wikipedia/commons/1/15/POL_powiat_bia%C5%82ostocki_flag.svg,https://upload.wikimedia.org/wikipedia/commons/3/34/POL_powiat_bia%C5%82ostocki_COA.svg,https://pl.wikipedia.org//wiki/Powiat_bia%C5%82ostocki,https://upload.wikimedia.org/wikipedia/commons/0/09/Podlaskie_-_Dobrzyniewo_Duze_-_Dobrzyniewo_Duze_-_DK65.jpg,https://upload.wikimedia.org/wikipedia/commons/f/f2/POL_powiat_bia%C5%82ostocki_-_gminy.png,https://upload.wikimedia.org/wikipedia/commons/1/1b/POL_powiat_bia%C5%82ostocki_map.svg
